Jour_Semaine,Date_du_mois,Mois,ANNEE,Effectif,numero_mois,numero_jour
Mardi,15,Decembre,1998,12430,12,2
Mercredi,16,Decembre,1998,12256,12,3
Jeudi,17,Decembre,1998,12572,12,4
Vendredi,18,Decembre,1998,12634,12,5
Samedi,19,Decembre,1998,8804,12,6
Dimanche,20,Decembre,1998,7792,12,7
Lundi,21,Decembre,1998,12414,12,1
Mardi,22,Decembre,1998,13286,12,2
Mercredi,23,Decembre,1998,11149,12,3
Jeudi,24,Decembre,1998,8464,12,4
Vendredi,25,Decembre,1998,7020,12,5
Samedi,26,Decembre,1998,7735,12,6
Dimanche,27,Decembre,1998,7829,12,7
Lundi,28,Decembre,1998,11980,12,1
Mardi,29,Decembre,1998,13637,12,2
Mercredi,30,Decembre,1998,13297,12,3
Jeudi,31,Decembre,1998,11389,12,4
Vendredi,1,Janvier,1999,8163,1,5
Samedi,2,Janvier,1999,7637,1,6
Dimanche,3,Janvier,1999,7416,1,7
Lundi,4,Janvier,1999,10396,1,1
Mardi,5,Janvier,1999,12004,1,2
Mercredi,6,Janvier,1999,11718,1,3
Jeudi,7,Janvier,1999,11901,1,4
Vendredi,8,Janvier,1999,11772,1,5
Samedi,9,Janvier,1999,8466,1,6
Dimanche,10,Janvier,1999,7704,1,7
Lundi,11,Janvier,1999,10816,1,1
Mardi,12,Janvier,1999,12190,1,2
Mercredi,13,Janvier,1999,11626,1,3
Jeudi,14,Janvier,1999,11767,1,4
Vendredi,15,Janvier,1999,11704,1,5
Samedi,16,Janvier,1999,8444,1,6
Dimanche,17,Janvier,1999,7679,1,7
Lundi,18,Janvier,1999,10508,1,1
Mardi,19,Janvier,1999,11812,1,2
Mercredi,20,Janvier,1999,11901,1,3
Jeudi,21,Janvier,1999,12027,1,4
Vendredi,22,Janvier,1999,11677,1,5
Samedi,23,Janvier,1999,8587,1,6
Dimanche,24,Janvier,1999,7597,1,7
Lundi,25,Janvier,1999,10973,1,1
Mardi,26,Janvier,1999,11915,1,2
Mercredi,27,Janvier,1999,11548,1,3
Jeudi,28,Janvier,1999,11745,1,4
Vendredi,29,Janvier,1999,11571,1,5
Samedi,30,Janvier,1999,8473,1,6
Dimanche,31,Janvier,1999,7445,1,7
Lundi,1,Fevrier,1999,10718,2,1
Mardi,2,Fevrier,1999,12037,2,2
Mercredi,3,Fevrier,1999,11747,2,3
Jeudi,4,Fevrier,1999,11811,2,4
Vendredi,5,Fevrier,1999,11693,2,5
Samedi,6,Fevrier,1999,8394,2,6
Dimanche,7,Fevrier,1999,7675,2,7
Lundi,8,Fevrier,1999,11022,2,1
Mardi,9,Fevrier,1999,12157,2,2
Mercredi,10,Fevrier,1999,11849,2,3
Jeudi,11,Fevrier,1999,12086,2,4
Vendredi,12,Fevrier,1999,11709,2,5
Samedi,13,Fevrier,1999,8298,2,6
Dimanche,14,Fevrier,1999,7902,2,7
Lundi,15,Fevrier,1999,10431,2,1
Mardi,16,Fevrier,1999,11987,2,2
Mercredi,17,Fevrier,1999,11868,2,3
Jeudi,18,Fevrier,1999,11909,2,4
Vendredi,19,Fevrier,1999,11818,2,5
Samedi,20,Fevrier,1999,8604,2,6
Dimanche,21,Fevrier,1999,7664,2,7
Lundi,22,Fevrier,1999,10958,2,1
Mardi,23,Fevrier,1999,11875,2,2
Mercredi,24,Fevrier,1999,11761,2,3
Jeudi,25,Fevrier,1999,11716,2,4
Vendredi,26,Fevrier,1999,11615,2,5
Samedi,27,Fevrier,1999,8458,2,6
Dimanche,28,Fevrier,1999,7806,2,7
Lundi,1,Mars,1999,10958,3,1
Mardi,2,Mars,1999,12288,3,2
Mercredi,3,Mars,1999,11998,3,3
Jeudi,4,Mars,1999,11767,3,4
Vendredi,5,Mars,1999,11841,3,5
Samedi,6,Mars,1999,8616,3,6
Dimanche,7,Mars,1999,7578,3,7
Lundi,8,Mars,1999,10749,3,1
Mardi,9,Mars,1999,11896,3,2
Mercredi,10,Mars,1999,11823,3,3
Jeudi,11,Mars,1999,11832,3,4
Vendredi,12,Mars,1999,11834,3,5
Samedi,13,Mars,1999,8436,3,6
Dimanche,14,Mars,1999,7549,3,7
Lundi,15,Mars,1999,10830,3,1
Mardi,16,Mars,1999,12134,3,2
Mercredi,17,Mars,1999,11928,3,3
Jeudi,18,Mars,1999,11915,3,4
Vendredi,19,Mars,1999,11554,3,5
Samedi,20,Mars,1999,8621,3,6
Dimanche,21,Mars,1999,7582,3,7
Lundi,22,Mars,1999,10743,3,1
Mardi,23,Mars,1999,12132,3,2
Mercredi,24,Mars,1999,11764,3,3
Jeudi,25,Mars,1999,11879,3,4
Vendredi,26,Mars,1999,11543,3,5
Samedi,27,Mars,1999,8592,3,6
Dimanche,28,Mars,1999,7389,3,7
Lundi,29,Mars,1999,11259,3,1
Mardi,30,Mars,1999,12071,3,2
Mercredi,31,Mars,1999,11838,3,3
Jeudi,1,Avril,1999,11313,4,4
Vendredi,2,Avril,1999,11354,4,5
Samedi,3,Avril,1999,8059,4,6
Dimanche,4,Avril,1999,7067,4,7
Lundi,5,Avril,1999,10820,4,1
Mardi,6,Avril,1999,12063,4,2
Mercredi,7,Avril,1999,11941,4,3
Jeudi,8,Avril,1999,11724,4,4
Vendredi,9,Avril,1999,11550,4,5
Samedi,10,Avril,1999,8364,4,6
Dimanche,11,Avril,1999,7510,4,7
Lundi,12,Avril,1999,10849,4,1
Mardi,13,Avril,1999,11884,4,2
Mercredi,14,Avril,1999,11669,4,3
Jeudi,15,Avril,1999,11818,4,4
Vendredi,16,Avril,1999,11546,4,5
Samedi,17,Avril,1999,8633,4,6
Dimanche,18,Avril,1999,7394,4,7
Lundi,19,Avril,1999,10767,4,1
Mardi,20,Avril,1999,12067,4,2
Mercredi,21,Avril,1999,11636,4,3
Jeudi,22,Avril,1999,11763,4,4
Vendredi,23,Avril,1999,11533,4,5
Samedi,24,Avril,1999,8301,4,6
Dimanche,25,Avril,1999,7370,4,7
Lundi,26,Avril,1999,10806,4,1
Mardi,27,Avril,1999,12013,4,2
Mercredi,28,Avril,1999,11915,4,3
Jeudi,29,Avril,1999,11743,4,4
Vendredi,30,Avril,1999,11417,4,5
Samedi,1,Mai,1999,8522,5,6
Dimanche,2,Mai,1999,7537,5,7
Lundi,3,Mai,1999,10972,5,1
Mardi,4,Mai,1999,12455,5,2
Mercredi,5,Mai,1999,12278,5,3
Jeudi,6,Mai,1999,12267,5,4
Vendredi,7,Mai,1999,11857,5,5
Samedi,8,Mai,1999,8314,5,6
Dimanche,9,Mai,1999,7630,5,7
Lundi,10,Mai,1999,11158,5,1
Mardi,11,Mai,1999,12316,5,2
Mercredi,12,Mai,1999,12111,5,3
Jeudi,13,Mai,1999,11801,5,4
Vendredi,14,Mai,1999,11874,5,5
Samedi,15,Mai,1999,8492,5,6
Dimanche,16,Mai,1999,7600,5,7
Lundi,17,Mai,1999,11106,5,1
Mardi,18,Mai,1999,12438,5,2
Mercredi,19,Mai,1999,11758,5,3
Jeudi,20,Mai,1999,11944,5,4
Vendredi,21,Mai,1999,11895,5,5
Samedi,22,Mai,1999,8558,5,6
Dimanche,23,Mai,1999,7700,5,7
Lundi,24,Mai,1999,11340,5,1
Mardi,25,Mai,1999,12833,5,2
Mercredi,26,Mai,1999,12346,5,3
Jeudi,27,Mai,1999,12640,5,4
Vendredi,28,Mai,1999,12405,5,5
Samedi,29,Mai,1999,8875,5,6
Dimanche,30,Mai,1999,7661,5,7
Lundi,31,Mai,1999,7843,5,1
Mardi,1,Juin,1999,11583,6,2
Mercredi,2,Juin,1999,12961,6,3
Jeudi,3,Juin,1999,12796,6,4
Vendredi,4,Juin,1999,12340,6,5
Samedi,5,Juin,1999,8814,6,6
Dimanche,6,Juin,1999,7691,6,7
Lundi,7,Juin,1999,11105,6,1
Mardi,8,Juin,1999,12338,6,2
Mercredi,9,Juin,1999,12010,6,3
Jeudi,10,Juin,1999,12259,6,4
Vendredi,11,Juin,1999,12028,6,5
Samedi,12,Juin,1999,8654,6,6
Dimanche,13,Juin,1999,7648,6,7
Lundi,14,Juin,1999,11145,6,1
Mardi,15,Juin,1999,12525,6,2
Mercredi,16,Juin,1999,12089,6,3
Jeudi,17,Juin,1999,12069,6,4
Vendredi,18,Juin,1999,11861,6,5
Samedi,19,Juin,1999,8621,6,6
Dimanche,20,Juin,1999,7675,6,7
Lundi,21,Juin,1999,11492,6,1
Mardi,22,Juin,1999,12527,6,2
Mercredi,23,Juin,1999,12130,6,3
Jeudi,24,Juin,1999,12343,6,4
Vendredi,25,Juin,1999,11768,6,5
Samedi,26,Juin,1999,8922,6,6
Dimanche,27,Juin,1999,7968,6,7
Lundi,28,Juin,1999,11506,6,1
Mardi,29,Juin,1999,12853,6,2
Mercredi,30,Juin,1999,12480,6,3
Jeudi,1,Juillet,1999,12828,7,4
Vendredi,2,Juillet,1999,12525,7,5
Samedi,3,Juillet,1999,8764,7,6
Dimanche,4,Juillet,1999,7973,7,7
Lundi,5,Juillet,1999,8413,7,1
Mardi,6,Juillet,1999,11799,7,2
Mercredi,7,Juillet,1999,13343,7,3
Jeudi,8,Juillet,1999,13245,7,4
Vendredi,9,Juillet,1999,12566,7,5
Samedi,10,Juillet,1999,9196,7,6
Dimanche,11,Juillet,1999,7882,7,7
Lundi,12,Juillet,1999,11489,7,1
Mardi,13,Juillet,1999,12646,7,2
Mercredi,14,Juillet,1999,12631,7,3
Jeudi,15,Juillet,1999,12795,7,4
Vendredi,16,Juillet,1999,12582,7,5
Samedi,17,Juillet,1999,9034,7,6
Dimanche,18,Juillet,1999,8025,7,7
Lundi,19,Juillet,1999,11556,7,1
Mardi,20,Juillet,1999,12849,7,2
Mercredi,21,Juillet,1999,12685,7,3
Jeudi,22,Juillet,1999,12945,7,4
Vendredi,23,Juillet,1999,12674,7,5
Samedi,24,Juillet,1999,9258,7,6
Dimanche,25,Juillet,1999,8182,7,7
Lundi,26,Juillet,1999,11687,7,1
Mardi,27,Juillet,1999,12903,7,2
Mercredi,28,Juillet,1999,12803,7,3
Jeudi,29,Juillet,1999,12840,7,4
Vendredi,30,Juillet,1999,12537,7,5
Samedi,31,Juillet,1999,9157,7,6
Dimanche,1,Aout,1999,8167,8,7
Lundi,2,Aout,1999,11663,8,1
Mardi,3,Aout,1999,12660,8,2
Mercredi,4,Aout,1999,12564,8,3
Jeudi,5,Aout,1999,12587,8,4
Vendredi,6,Aout,1999,12448,8,5
Samedi,7,Aout,1999,9070,8,6
Dimanche,8,Aout,1999,8074,8,7
Lundi,9,Aout,1999,11408,8,1
Mardi,10,Aout,1999,13035,8,2
Mercredi,11,Aout,1999,12572,8,3
Jeudi,12,Aout,1999,13103,8,4
Vendredi,13,Aout,1999,11924,8,5
Samedi,14,Aout,1999,9143,8,6
Dimanche,15,Aout,1999,8190,8,7
Lundi,16,Aout,1999,11753,8,1
Mardi,17,Aout,1999,13201,8,2
Mercredi,18,Aout,1999,12833,8,3
Jeudi,19,Aout,1999,12783,8,4
Vendredi,20,Aout,1999,12764,8,5
Samedi,21,Aout,1999,9114,8,6
Dimanche,22,Aout,1999,7964,8,7
Lundi,23,Aout,1999,11673,8,1
Mardi,24,Aout,1999,13035,8,2
Mercredi,25,Aout,1999,12595,8,3
Jeudi,26,Aout,1999,12628,8,4
Vendredi,27,Aout,1999,12570,8,5
Samedi,28,Aout,1999,9387,8,6
Dimanche,29,Aout,1999,8203,8,7
Lundi,30,Aout,1999,11568,8,1
Mardi,31,Aout,1999,12692,8,2
Mercredi,1,Septembre,1999,12572,9,3
Jeudi,2,Septembre,1999,12896,9,4
Vendredi,3,Septembre,1999,12914,9,5
Samedi,4,Septembre,1999,8953,9,6
Dimanche,5,Septembre,1999,8203,9,7
Lundi,6,Septembre,1999,8249,9,1
Mardi,7,Septembre,1999,11969,9,2
Mercredi,8,Septembre,1999,13437,9,3
Jeudi,9,Septembre,1999,14540,9,4
Vendredi,10,Septembre,1999,13181,9,5
Samedi,11,Septembre,1999,9634,9,6
Dimanche,12,Septembre,1999,8463,9,7
Lundi,13,Septembre,1999,11481,9,1
Mardi,14,Septembre,1999,12770,9,2
Mercredi,15,Septembre,1999,12880,9,3
Jeudi,16,Septembre,1999,12843,9,4
Vendredi,17,Septembre,1999,13142,9,5
Samedi,18,Septembre,1999,9599,9,6
Dimanche,19,Septembre,1999,8559,9,7
Lundi,20,Septembre,1999,11961,9,1
Mardi,21,Septembre,1999,13384,9,2
Mercredi,22,Septembre,1999,12994,9,3
Jeudi,23,Septembre,1999,13149,9,4
Vendredi,24,Septembre,1999,13009,9,5
Samedi,25,Septembre,1999,9568,9,6
Dimanche,26,Septembre,1999,8290,9,7
Lundi,27,Septembre,1999,12103,9,1
Mardi,28,Septembre,1999,13358,9,2
Mercredi,29,Septembre,1999,12785,9,3
Jeudi,30,Septembre,1999,12523,9,4
Vendredi,1,Octobre,1999,12544,10,5
Samedi,2,Octobre,1999,9099,10,6
Dimanche,3,Octobre,1999,7888,10,7
Lundi,4,Octobre,1999,11506,10,1
Mardi,5,Octobre,1999,12871,10,2
Mercredi,6,Octobre,1999,12534,10,3
Jeudi,7,Octobre,1999,12306,10,4
Vendredi,8,Octobre,1999,12341,10,5
Samedi,9,Octobre,1999,8804,10,6
Dimanche,10,Octobre,1999,7835,10,7
Lundi,11,Octobre,1999,11203,10,1
Mardi,12,Octobre,1999,12442,10,2
Mercredi,13,Octobre,1999,12041,10,3
Jeudi,14,Octobre,1999,12115,10,4
Vendredi,15,Octobre,1999,12187,10,5
Samedi,16,Octobre,1999,8594,10,6
Dimanche,17,Octobre,1999,7562,10,7
Lundi,18,Octobre,1999,11021,10,1
Mardi,19,Octobre,1999,12354,10,2
Mercredi,20,Octobre,1999,11830,10,3
Jeudi,21,Octobre,1999,11960,10,4
Vendredi,22,Octobre,1999,11912,10,5
Samedi,23,Octobre,1999,8404,10,6
Dimanche,24,Octobre,1999,7465,10,7
Lundi,25,Octobre,1999,11077,10,1
Mardi,26,Octobre,1999,12221,10,2
Mercredi,27,Octobre,1999,11654,10,3
Jeudi,28,Octobre,1999,11693,10,4
Vendredi,29,Octobre,1999,11534,10,5
Samedi,30,Octobre,1999,8488,10,6
Dimanche,31,Octobre,1999,7495,10,7
Lundi,1,Novembre,1999,10839,11,1
Mardi,2,Novembre,1999,12098,11,2
Mercredi,3,Novembre,1999,11803,11,3
Jeudi,4,Novembre,1999,11806,11,4
Vendredi,5,Novembre,1999,11868,11,5
Samedi,6,Novembre,1999,8533,11,6
Dimanche,7,Novembre,1999,7481,11,7
Lundi,8,Novembre,1999,11049,11,1
Mardi,9,Novembre,1999,12092,11,2
Mercredi,10,Novembre,1999,11632,11,3
Jeudi,11,Novembre,1999,11802,11,4
Vendredi,12,Novembre,1999,11556,11,5
Samedi,13,Novembre,1999,8349,11,6
Dimanche,14,Novembre,1999,7526,11,7
Lundi,15,Novembre,1999,10928,11,1
Mardi,16,Novembre,1999,12263,11,2
Mercredi,17,Novembre,1999,11665,11,3
Jeudi,18,Novembre,1999,11908,11,4
Vendredi,19,Novembre,1999,12128,11,5
Samedi,20,Novembre,1999,8630,11,6
Dimanche,21,Novembre,1999,7514,11,7
Lundi,22,Novembre,1999,12104,11,1
Mardi,23,Novembre,1999,12804,11,2
Mercredi,24,Novembre,1999,11409,11,3
Jeudi,25,Novembre,1999,7529,11,4
Vendredi,26,Novembre,1999,8892,11,5
Samedi,27,Novembre,1999,8024,11,6
Dimanche,28,Novembre,1999,7418,11,7
Lundi,29,Novembre,1999,11095,11,1
Mardi,30,Novembre,1999,12544,11,2
Mercredi,1,Decembre,1999,12282,12,3
Jeudi,2,Decembre,1999,11976,12,4
Vendredi,3,Decembre,1999,11591,12,5
Samedi,4,Decembre,1999,8333,12,6
Dimanche,5,Decembre,1999,7503,12,7
Lundi,6,Decembre,1999,10956,12,1
Mardi,7,Decembre,1999,12329,12,2
Mercredi,8,Decembre,1999,11849,12,3
Jeudi,9,Decembre,1999,11728,12,4
Vendredi,10,Decembre,1999,11459,12,5
Samedi,11,Decembre,1999,8442,12,6
Dimanche,12,Decembre,1999,7528,12,7
Lundi,13,Decembre,1999,10830,12,1
Mardi,14,Decembre,1999,12667,12,2
Mercredi,15,Decembre,1999,12623,12,3
Jeudi,16,Decembre,1999,12441,12,4
Vendredi,17,Decembre,1999,12453,12,5
Samedi,18,Decembre,1999,8979,12,6
Dimanche,19,Decembre,1999,7732,12,7
Lundi,20,Decembre,1999,12497,12,1
Mardi,21,Decembre,1999,13508,12,2
Mercredi,22,Decembre,1999,12166,12,3
Jeudi,23,Decembre,1999,10591,12,4
Vendredi,24,Decembre,1999,8046,12,5
Samedi,25,Decembre,1999,6674,12,6
Dimanche,26,Decembre,1999,7432,12,7
Lundi,27,Decembre,1999,11579,12,1
Mardi,28,Decembre,1999,13158,12,2
Mercredi,29,Decembre,1999,12629,12,3
Jeudi,30,Decembre,1999,11935,12,4
Vendredi,31,Decembre,1999,9335,12,5
Samedi,1,Janvier,2000,8843,1,6
Dimanche,2,Janvier,2000,7816,1,7
Lundi,3,Janvier,2000,11123,1,1
Mardi,4,Janvier,2000,12703,1,2
Mercredi,5,Janvier,2000,12240,1,3
Jeudi,6,Janvier,2000,12260,1,4
Vendredi,7,Janvier,2000,12280,1,5
Samedi,8,Janvier,2000,8750,1,6
Dimanche,9,Janvier,2000,7736,1,7
Lundi,10,Janvier,2000,11418,1,1
Mardi,11,Janvier,2000,12323,1,2
Mercredi,12,Janvier,2000,12057,1,3
Jeudi,13,Janvier,2000,11556,1,4
Vendredi,14,Janvier,2000,11924,1,5
Samedi,15,Janvier,2000,8365,1,6
Dimanche,16,Janvier,2000,7499,1,7
Lundi,17,Janvier,2000,10601,1,1
Mardi,18,Janvier,2000,12086,1,2
Mercredi,19,Janvier,2000,12083,1,3
Jeudi,20,Janvier,2000,12188,1,4
Vendredi,21,Janvier,2000,11667,1,5
Samedi,22,Janvier,2000,8633,1,6
Dimanche,23,Janvier,2000,7712,1,7
Lundi,24,Janvier,2000,11184,1,1
Mardi,25,Janvier,2000,12253,1,2
Mercredi,26,Janvier,2000,11879,1,3
Jeudi,27,Janvier,2000,12136,1,4
Vendredi,28,Janvier,2000,11673,1,5
Samedi,29,Janvier,2000,8635,1,6
Dimanche,30,Janvier,2000,7603,1,7
Lundi,31,Janvier,2000,10882,1,1
Mardi,1,Fevrier,2000,12359,2,2
Mercredi,2,Fevrier,2000,12082,2,3
Jeudi,3,Fevrier,2000,11806,2,4
Vendredi,4,Fevrier,2000,11828,2,5
Samedi,5,Fevrier,2000,8474,2,6
Dimanche,6,Fevrier,2000,7730,2,7
Lundi,7,Fevrier,2000,11375,2,1
Mardi,8,Fevrier,2000,12591,2,2
Mercredi,9,Fevrier,2000,12024,2,3
Jeudi,10,Fevrier,2000,12339,2,4
Vendredi,11,Fevrier,2000,12182,2,5
Samedi,12,Fevrier,2000,8674,2,6
Dimanche,13,Fevrier,2000,7801,2,7
Lundi,14,Fevrier,2000,11920,2,1
Mardi,15,Fevrier,2000,12711,2,2
Mercredi,16,Fevrier,2000,12256,2,3
Jeudi,17,Fevrier,2000,12274,2,4
Vendredi,18,Fevrier,2000,12162,2,5
Samedi,19,Fevrier,2000,8693,2,6
Dimanche,20,Fevrier,2000,7763,2,7
Lundi,21,Fevrier,2000,10406,2,1
Mardi,22,Fevrier,2000,12401,2,2
Mercredi,23,Fevrier,2000,11972,2,3
Jeudi,24,Fevrier,2000,12160,2,4
Vendredi,25,Fevrier,2000,11971,2,5
Samedi,26,Fevrier,2000,8847,2,6
Dimanche,27,Fevrier,2000,7716,2,7
Lundi,28,Fevrier,2000,11215,2,1
Mardi,29,Fevrier,2000,11645,2,2
Mercredi,1,Mars,2000,12407,3,3
Jeudi,2,Mars,2000,12261,3,4
Vendredi,3,Mars,2000,12120,3,5
Samedi,4,Mars,2000,8861,3,6
Dimanche,5,Mars,2000,7599,3,7
Lundi,6,Mars,2000,11122,3,1
Mardi,7,Mars,2000,12133,3,2
Mercredi,8,Mars,2000,12061,3,3
Jeudi,9,Mars,2000,12303,3,4
Vendredi,10,Mars,2000,11898,3,5
Samedi,11,Mars,2000,8657,3,6
Dimanche,12,Mars,2000,7762,3,7
Lundi,13,Mars,2000,10946,3,1
Mardi,14,Mars,2000,12523,3,2
Mercredi,15,Mars,2000,12114,3,3
Jeudi,16,Mars,2000,12154,3,4
Vendredi,17,Mars,2000,12147,3,5
Samedi,18,Mars,2000,8502,3,6
Dimanche,19,Mars,2000,7623,3,7
Lundi,20,Mars,2000,11281,3,1
Mardi,21,Mars,2000,12370,3,2
Mercredi,22,Mars,2000,12047,3,3
Jeudi,23,Mars,2000,12168,3,4
Vendredi,24,Mars,2000,12104,3,5
Samedi,25,Mars,2000,8975,3,6
Dimanche,26,Mars,2000,7675,3,7
Lundi,27,Mars,2000,11051,3,1
Mardi,28,Mars,2000,12394,3,2
Mercredi,29,Mars,2000,11806,3,3
Jeudi,30,Mars,2000,11851,3,4
Vendredi,31,Mars,2000,11638,3,5
Samedi,1,Avril,2000,8238,4,6
Dimanche,2,Avril,2000,7419,4,7
Lundi,3,Avril,2000,11178,4,1
Mardi,4,Avril,2000,12523,4,2
Mercredi,5,Avril,2000,11946,4,3
Jeudi,6,Avril,2000,11929,4,4
Vendredi,7,Avril,2000,12004,4,5
Samedi,8,Avril,2000,8583,4,6
Dimanche,9,Avril,2000,7628,4,7
Lundi,10,Avril,2000,11108,4,1
Mardi,11,Avril,2000,12567,4,2
Mercredi,12,Avril,2000,12241,4,3
Jeudi,13,Avril,2000,11677,4,4
Vendredi,14,Avril,2000,11829,4,5
Samedi,15,Avril,2000,8718,4,6
Dimanche,16,Avril,2000,7725,4,7
Lundi,17,Avril,2000,11115,4,1
Mardi,18,Avril,2000,12525,4,2
Mercredi,19,Avril,2000,12251,4,3
Jeudi,20,Avril,2000,12055,4,4
Vendredi,21,Avril,2000,11080,4,5
Samedi,22,Avril,2000,8233,4,6
Dimanche,23,Avril,2000,7375,4,7
Lundi,24,Avril,2000,11109,4,1
Mardi,25,Avril,2000,12237,4,2
Mercredi,26,Avril,2000,11994,4,3
Jeudi,27,Avril,2000,12013,4,4
Vendredi,28,Avril,2000,11785,4,5
Samedi,29,Avril,2000,8580,4,6
Dimanche,30,Avril,2000,7515,4,7
Lundi,1,Mai,2000,11399,5,1
Mardi,2,Mai,2000,12692,5,2
Mercredi,3,Mai,2000,12017,5,3
Jeudi,4,Mai,2000,12212,5,4
Vendredi,5,Mai,2000,12252,5,5
Samedi,6,Mai,2000,8689,5,6
Dimanche,7,Mai,2000,7675,5,7
Lundi,8,Mai,2000,11384,5,1
Mardi,9,Mai,2000,12470,5,2
Mercredi,10,Mai,2000,12342,5,3
Jeudi,11,Mai,2000,12185,5,4
Vendredi,12,Mai,2000,11928,5,5
Samedi,13,Mai,2000,8569,5,6
Dimanche,14,Mai,2000,7495,5,7
Lundi,15,Mai,2000,11316,5,1
Mardi,16,Mai,2000,12581,5,2
Mercredi,17,Mai,2000,12487,5,3
Jeudi,18,Mai,2000,12336,5,4
Vendredi,19,Mai,2000,11961,5,5
Samedi,20,Mai,2000,8476,5,6
Dimanche,21,Mai,2000,7741,5,7
Lundi,22,Mai,2000,11365,5,1
Mardi,23,Mai,2000,12806,5,2
Mercredi,24,Mai,2000,12427,5,3
Jeudi,25,Mai,2000,12752,5,4
Vendredi,26,Mai,2000,12503,5,5
Samedi,27,Mai,2000,8866,5,6
Dimanche,28,Mai,2000,7758,5,7
Lundi,29,Mai,2000,8099,5,1
Mardi,30,Mai,2000,11699,5,2
Mercredi,31,Mai,2000,12725,5,3
Jeudi,1,Juin,2000,13114,6,4
Vendredi,2,Juin,2000,12428,6,5
Samedi,3,Juin,2000,8776,6,6
Dimanche,4,Juin,2000,7860,6,7
Lundi,5,Juin,2000,11458,6,1
Mardi,6,Juin,2000,12434,6,2
Mercredi,7,Juin,2000,12217,6,3
Jeudi,8,Juin,2000,12508,6,4
Vendredi,9,Juin,2000,12275,6,5
Samedi,10,Juin,2000,8956,6,6
Dimanche,11,Juin,2000,7961,6,7
Lundi,12,Juin,2000,11580,6,1
Mardi,13,Juin,2000,12416,6,2
Mercredi,14,Juin,2000,12599,6,3
Jeudi,15,Juin,2000,12528,6,4
Vendredi,16,Juin,2000,12524,6,5
Samedi,17,Juin,2000,8981,6,6
Dimanche,18,Juin,2000,8024,6,7
Lundi,19,Juin,2000,11425,6,1
Mardi,20,Juin,2000,12764,6,2
Mercredi,21,Juin,2000,12497,6,3
Jeudi,22,Juin,2000,12561,6,4
Vendredi,23,Juin,2000,12364,6,5
Samedi,24,Juin,2000,8952,6,6
Dimanche,25,Juin,2000,8057,6,7
Lundi,26,Juin,2000,11914,6,1
Mardi,27,Juin,2000,13103,6,2
Mercredi,28,Juin,2000,12776,6,3
Jeudi,29,Juin,2000,13184,6,4
Vendredi,30,Juin,2000,12970,6,5
Samedi,1,Juillet,2000,9215,7,6
Dimanche,2,Juillet,2000,7933,7,7
Lundi,3,Juillet,2000,11080,7,1
Mardi,4,Juillet,2000,9394,7,2
Mercredi,5,Juillet,2000,12078,7,3
Jeudi,6,Juillet,2000,13558,7,4
Vendredi,7,Juillet,2000,13372,7,5
Samedi,8,Juillet,2000,9479,7,6
Dimanche,9,Juillet,2000,8435,7,7
Lundi,10,Juillet,2000,12161,7,1
Mardi,11,Juillet,2000,13267,7,2
Mercredi,12,Juillet,2000,12543,7,3
Jeudi,13,Juillet,2000,12684,7,4
Vendredi,14,Juillet,2000,12941,7,5
Samedi,15,Juillet,2000,9392,7,6
Dimanche,16,Juillet,2000,8313,7,7
Lundi,17,Juillet,2000,11876,7,1
Mardi,18,Juillet,2000,13354,7,2
Mercredi,19,Juillet,2000,12718,7,3
Jeudi,20,Juillet,2000,12855,7,4
Vendredi,21,Juillet,2000,12767,7,5
Samedi,22,Juillet,2000,9269,7,6
Dimanche,23,Juillet,2000,8011,7,7
Lundi,24,Juillet,2000,11916,7,1
Mardi,25,Juillet,2000,12943,7,2
Mercredi,26,Juillet,2000,12700,7,3
Jeudi,27,Juillet,2000,12849,7,4
Vendredi,28,Juillet,2000,12654,7,5
Samedi,29,Juillet,2000,9303,7,6
Dimanche,30,Juillet,2000,8289,7,7
Lundi,31,Juillet,2000,11626,7,1
Mardi,1,Aout,2000,13081,8,2
Mercredi,2,Aout,2000,12489,8,3
Jeudi,3,Aout,2000,12834,8,4
Vendredi,4,Aout,2000,12681,8,5
Samedi,5,Aout,2000,9236,8,6
Dimanche,6,Aout,2000,8201,8,7
Lundi,7,Aout,2000,11628,8,1
Mardi,8,Aout,2000,13334,8,2
Mercredi,9,Aout,2000,12926,8,3
Jeudi,10,Aout,2000,12694,8,4
Vendredi,11,Aout,2000,12478,8,5
Samedi,12,Aout,2000,9072,8,6
Dimanche,13,Aout,2000,8174,8,7
Lundi,14,Aout,2000,11638,8,1
Mardi,15,Aout,2000,13067,8,2
Mercredi,16,Aout,2000,12876,8,3
Jeudi,17,Aout,2000,12828,8,4
Vendredi,18,Aout,2000,12839,8,5
Samedi,19,Aout,2000,9102,8,6
Dimanche,20,Aout,2000,8122,8,7
Lundi,21,Aout,2000,11711,8,1
Mardi,22,Aout,2000,13172,8,2
Mercredi,23,Aout,2000,12685,8,3
Jeudi,24,Aout,2000,12737,8,4
Vendredi,25,Aout,2000,12623,8,5
Samedi,26,Aout,2000,9193,8,6
Dimanche,27,Aout,2000,8086,8,7
Lundi,28,Aout,2000,11794,8,1
Mardi,29,Aout,2000,12922,8,2
Mercredi,30,Aout,2000,12805,8,3
Jeudi,31,Aout,2000,13052,8,4
Vendredi,1,Septembre,2000,12826,9,5
Samedi,2,Septembre,2000,9066,9,6
Dimanche,3,Septembre,2000,8080,9,7
